DATE,DIA US Equity,QQQ US Equity,SPY US Equity
2014-12-29,180.11,105.02,208.72
2014-12-30,179.46,104.32,207.6
2014-12-31,177.88,103.25,205.54
2015-01-01,177.88,103.25,205.54
2015-01-02,177.94,102.94,205.43
2015-01-03,177.94,102.94,205.43
2015-01-04,177.94,102.94,205.43
2015-01-05,174.84,101.43,201.72
2015-01-06,173.39,100.07,199.82
2015-01-07,175.59,101.36,202.31
2015-01-08,178.76,103.3,205.9
2015-01-09,177.22,102.62,204.25
2015-01-10,177.22,102.62,204.25
2015-01-11,177.22,102.62,204.25
2015-01-12,176.24,101.55,202.65
2015-01-13,175.98,101.52,202.08
2015-01-14,174.06,100.96,200.86
2015-01-15,173.06,99.65,199.019875
2015-01-16,174.67,100.82,201.63
2015-01-17,174.67,100.82,201.63
2015-01-18,174.67,100.82,201.63
2015-01-19,174.67,100.82,201.63
2015-01-20,174.9,101.62,202.055
2015-01-21,175.35,102.14,203.08
2015-01-22,177.92,104.03,206.1
2015-01-23,176.41,104.26,204.97
2015-01-24,176.41,104.26,204.97
2015-01-25,176.41,104.26,204.97
2015-01-26,176.5,104.14,205.45
2015-01-27,173.59,101.44,202.74
2015-01-28,171.72,100.92,200.14
2015-01-29,173.9,101.89,201.9901875
2015-01-30,171.45,101.1,199.45
2015-01-31,171.45,101.1,199.45
2015-02-01,171.45,101.1,199.45
2015-02-02,173.27,101.98,201.92
2015-02-03,176.33,102.96,204.84
2015-02-04,176.53,102.87,204.06
2015-02-05,178.55,103.76,206.12
2015-02-06,178.09,103.13,205.55
2015-02-07,178.09,103.13,205.55
2015-02-08,178.09,103.13,205.55
2015-02-09,177.09,102.8,204.63
2015-02-10,178.51,104.4,206.81
2015-02-11,178.7,104.78,206.93
2015-02-12,179.840125,106.0,208.92
2015-02-13,180.34,106.91,209.78
2015-02-14,180.34,106.91,209.78
2015-02-15,180.34,106.91,209.78
2015-02-16,180.34,106.91,209.78
2015-02-17,180.57,107.01,210.11
2015-02-18,180.47,107.16,210.13
2015-02-19,180.09,107.69,209.98
2015-02-20,181.14,108.41,211.239
2015-02-21,181.14,108.41,211.239
2015-02-22,181.14,108.41,211.239
2015-02-23,180.92,108.52,211.209
2015-02-24,181.91,108.6,211.81
2015-02-25,181.96,108.33,211.63
2015-02-26,182.01,108.88,211.38
2015-02-27,181.19,108.4,210.66
2015-02-28,181.19,108.4,210.66
2015-03-01,181.19,108.4,210.66
2015-03-02,182.68,109.38,211.99
2015-03-03,181.87,108.87,211.12
2015-03-04,180.78,108.45,210.230125
2015-03-05,181.17,108.64,210.46
2015-03-06,178.4,107.41,207.5
2015-03-07,178.4,107.41,207.5
2015-03-08,178.4,107.41,207.5
2015-03-09,179.8,107.72,208.36
2015-03-10,176.69,105.72,204.98
2015-03-11,176.35,105.11,204.5
2015-03-12,178.97,105.8,207.1
2015-03-13,177.56,105.34,205.8271875
2015-03-14,177.56,105.34,205.8271875
2015-03-15,177.56,105.34,205.8271875
2015-03-16,179.78,106.7,208.58
2015-03-17,178.5,106.87,207.96
2015-03-18,180.73,107.92,210.46
2015-03-19,179.66,108.08,209.5
2015-03-20,180.96,108.53,210.41
2015-03-21,180.96,108.53,210.41
2015-03-22,180.96,108.53,210.41
2015-03-23,180.85,108.32,210.0
2015-03-24,179.83,107.93,208.82
2015-03-25,176.92,105.46,205.76
2015-03-26,176.48,105.1,205.27
2015-03-27,176.81,105.52,205.74
2015-03-28,176.81,105.52,205.74
2015-03-29,176.81,105.52,205.74
2015-03-30,179.39,106.73,208.25
2015-03-31,177.58,105.6,206.43
2015-04-01,176.74,105.05,205.7
2015-04-02,177.33,105.12,206.435
2015-04-03,177.33,105.12,206.435
2015-04-04,177.33,105.12,206.435
2015-04-05,177.33,105.12,206.435
2015-04-06,178.59,105.98,207.83
2015-04-07,178.42,105.8,207.28
2015-04-08,178.75,106.64,207.975
2015-04-09,179.4,107.31,208.9
2015-04-10,180.37,107.75,210.04
2015-04-11,180.37,107.75,210.04
2015-04-12,180.37,107.75,210.04
2015-04-13,179.64,107.48,209.09
2015-04-14,180.18,107.17,209.49
2015-04-15,180.88,107.84,210.43
2015-04-16,180.91,107.69,210.37
2015-04-17,177.94,106.01,207.95
2015-04-18,177.94,106.01,207.95
2015-04-19,177.94,106.01,207.95
2015-04-20,180.03,107.6,209.85
2015-04-21,179.26,108.06,209.6
2015-04-22,180.06,108.65,210.63
2015-04-23,180.37,109.06,211.16
2015-04-24,180.54,110.54,211.649875
2015-04-25,180.54,110.54,211.649875
2015-04-26,180.54,110.54,211.649875
2015-04-27,180.17,110.26,210.77
2015-04-28,180.84,110.04,211.44
2015-04-29,180.07,109.35,210.57
2015-04-30,178.18,107.63,208.46
2015-05-01,179.9,109.05,210.72
2015-05-02,179.9,109.05,210.72
2015-05-03,179.9,109.05,210.72
2015-05-04,180.44,109.23,211.32
2015-05-05,179.01,107.45,208.9
2015-05-06,178.39,106.71,208.04
2015-05-07,179.28,107.35,208.87
2015-05-08,181.85,108.69,211.62
2015-05-09,181.85,108.69,211.62
2015-05-10,181.85,108.69,211.62
2015-05-11,181.08,108.27,210.605
2015-05-12,180.72,107.78,209.98
2015-05-13,180.75,108.0,210.02
2015-05-14,182.54,109.58,212.21
2015-05-15,182.48,109.58,212.44
2015-05-16,182.48,109.58,212.44
2015-05-17,182.48,109.58,212.44
2015-05-18,182.68,110.06,213.1
2015-05-19,182.93,109.94,213.03
2015-05-20,182.71,110.01,212.88
2015-05-21,182.79,110.58,213.5
2015-05-22,182.26,110.47,212.99
2015-05-23,182.26,110.47,212.99
2015-05-24,182.26,110.47,212.99
2015-05-25,182.26,110.47,212.99
2015-05-26,180.37,109.2,210.7
2015-05-27,181.52,110.96,212.7
2015-05-28,181.29,110.71,212.46
2015-05-29,180.11,110.05,211.14
2015-05-30,180.11,110.05,211.14
2015-05-31,180.11,110.05,211.14
2015-06-01,180.4,110.42,211.57
2015-06-02,180.15,110.07,211.36
2015-06-03,180.88,110.4,211.92
2015-06-04,179.21,109.56,210.1291875
2015-06-05,178.5,109.3,209.77
2015-06-06,178.5,109.3,209.77
2015-06-07,178.5,109.3,209.77
2015-06-08,177.81,108.19,208.48
2015-06-09,177.71,108.01,208.45
2015-06-10,180.06,109.49,210.95
2015-06-11,180.64,109.65,211.63
2015-06-12,179.13,108.75,210.01
2015-06-13,179.13,108.75,210.01
2015-06-14,179.13,108.75,210.01
2015-06-15,178.1,108.21,209.11
2015-06-16,179.21,108.8,210.25
2015-06-17,179.48,109.1,210.59
2015-06-18,181.33,110.69,212.78
2015-06-19,179.76,109.89,210.81
2015-06-20,179.76,109.89,210.81
2015-06-21,179.76,109.89,210.81
2015-06-22,180.92,110.7,211.89
2015-06-23,181.12,110.79,212.04
2015-06-24,179.41,110.22,210.5
2015-06-25,178.65,110.0,209.86
2015-06-26,179.13,109.27,209.82
2015-06-27,179.13,109.27,209.82
2015-06-28,179.13,109.27,209.82
2015-06-29,175.64,106.69,205.42
2015-06-30,175.82,107.07,205.85
2015-07-01,177.4,107.92,207.5
2015-07-02,177.05,107.95,207.31
2015-07-03,177.05,107.95,207.31
2015-07-04,177.05,107.95,207.31
2015-07-05,177.05,107.95,207.31
2015-07-06,176.68,107.7,206.72
2015-07-07,177.63,107.97,208.02
2015-07-08,175.0,106.09,204.53
2015-07-09,175.26,106.03,204.9
2015-07-10,177.41,107.65,207.48
2015-07-11,177.41,107.65,207.48
2015-07-12,177.41,107.65,207.48
2015-07-13,179.6,109.54,209.77
2015-07-14,180.33,110.26,210.68
2015-07-15,180.34,110.38,210.61
2015-07-16,181.07,111.94,212.3
2015-07-17,180.54,113.59,212.48
2015-07-18,180.54,113.59,212.48
2015-07-19,180.54,113.59,212.48
2015-07-20,180.69,113.98,212.59
2015-07-21,178.97,113.91,211.75
2015-07-22,178.3,112.62,211.37
2015-07-23,177.16,112.2,210.18
2015-07-24,175.52,111.1,208.0
2015-07-25,175.52,111.1,208.0
2015-07-26,175.52,111.1,208.0
2015-07-27,174.23,110.18,206.79
2015-07-28,176.11,111.13,209.33
2015-07-29,177.26,111.55,210.77
2015-07-30,177.22,112.08,210.82
2015-07-31,176.68,111.95,210.5
2015-08-01,176.68,111.95,210.5
2015-08-02,176.68,111.95,210.5
2015-08-03,175.75,111.6,209.79
2015-08-04,175.32,111.39,209.38
2015-08-05,175.36,112.25,210.07
2015-08-06,174.22,110.45,208.35
2015-08-07,173.84,110.31,207.95
2015-08-08,173.84,110.31,207.95
2015-08-09,173.84,110.31,207.95
2015-08-10,176.19,111.57,210.57
2015-08-11,174.11,110.14,208.67
2015-08-12,174.21,110.52,208.92
2015-08-13,174.31,110.34,208.66
2015-08-14,174.9,110.51,209.42
2015-08-15,174.9,110.51,209.42
2015-08-16,174.9,110.51,209.42
2015-08-17,175.7,111.43,210.59
2015-08-18,175.33,110.86,209.98
2015-08-19,173.74,110.13,208.32
2015-08-20,170.22,107.08,203.97
2015-08-21,164.41,102.4,197.83
2015-08-22,164.41,102.4,197.83
2015-08-23,164.41,102.4,197.83
2015-08-24,158.38,98.46,189.5
2015-08-25,156.49,98.09,187.27
2015-08-26,162.66,103.03,194.46
2015-08-27,166.45,105.64,199.27
2015-08-28,166.33,105.62,199.28
2015-08-29,166.33,105.62,199.28
2015-08-30,166.33,105.62,199.28
2015-08-31,165.18,104.31,197.67
2015-09-01,160.46,101.05,191.77
2015-09-02,163.46,103.9,195.41
2015-09-03,163.67,103.39,195.55
2015-09-04,160.97,102.16,192.59
2015-09-05,160.97,102.16,192.59
2015-09-06,160.97,102.16,192.59
2015-09-07,160.97,102.16,192.59
2015-09-08,164.91,105.04,197.43
2015-09-09,162.52,103.86,194.79
2015-09-10,163.39,104.99,195.85
2015-09-11,164.39,105.57,196.74
2015-09-12,164.39,105.57,196.74
2015-09-13,164.39,105.57,196.74
2015-09-14,163.77,105.25,196.01
2015-09-15,166.11,106.49,198.46
2015-09-16,167.51,107.09,200.18
2015-09-17,166.81,107.13,199.73
2015-09-18,163.54,105.35,195.45
2015-09-19,163.54,105.35,195.45
2015-09-20,163.54,105.35,195.45
2015-09-21,164.9,105.68,196.46
2015-09-22,163.0,104.1,193.91
2015-09-23,162.59,104.18,193.6
2015-09-24,161.87,103.8,192.9
2015-09-25,162.88,102.92,192.85
2015-09-26,162.88,102.92,192.85
2015-09-27,162.88,102.92,192.85
2015-09-28,159.79,99.99,188.01
2015-09-29,160.23,99.47,188.12
2015-09-30,162.62,101.76,191.63
2015-10-01,162.49,102.22,192.13
2015-10-02,164.58,104.01,195.0
2015-10-03,164.58,104.01,195.0
2015-10-04,164.58,104.01,195.0
2015-10-05,167.58,105.5,198.47
2015-10-06,167.69,105.0,197.79
2015-10-07,168.95,105.63,199.41
2015-10-08,170.37,106.05,201.21
2015-10-09,170.76,106.53,201.33
2015-10-10,170.76,106.53,201.33
2015-10-11,170.76,106.53,201.33
2015-10-12,171.17,106.79,201.52
2015-10-13,170.64,106.1,200.25
2015-10-14,169.07,105.93,199.29
2015-10-15,171.32,107.67,202.35
2015-10-16,171.88,108.12,203.27
2015-10-17,171.88,108.12,203.27
2015-10-18,171.88,108.12,203.27
2015-10-19,172.12,108.74,203.37
2015-10-20,172.01,108.18,203.09
2015-10-21,171.48,107.52,201.85
2015-10-22,174.8,109.71,205.26
2015-10-23,176.37,112.78,207.51
2015-10-24,176.37,112.78,207.51
2015-10-25,176.37,112.78,207.51
2015-10-26,176.02,112.85,207.0
2015-10-27,175.67,113.08,206.6
2015-10-28,177.68,114.02,208.95
2015-10-29,177.38,113.84,208.83
2015-10-30,176.49,113.33,207.93
2015-10-31,176.49,113.33,207.93
2015-11-01,176.49,113.33,207.93
2015-11-02,178.12,114.61,210.39
2015-11-03,179.07,115.01,211.0
2015-11-04,178.65,115.02,210.36
2015-11-05,178.64,114.71,210.15
2015-11-06,179.14,114.79,210.04
2015-11-07,179.14,114.79,210.04
2015-11-08,179.14,114.79,210.04
2015-11-09,177.42,113.57,208.08
2015-11-10,177.78,113.28,208.56
2015-11-11,177.21,113.14,207.74
2015-11-12,174.67,112.04,204.84
2015-11-13,172.61,109.84,202.54
2015-11-14,172.61,109.84,202.54
2015-11-15,172.61,109.84,202.54
2015-11-16,175.02,111.42,205.62
2015-11-17,175.16,111.49,205.47
2015-11-18,177.73,113.63,208.73
2015-11-19,177.66,113.71,208.55
2015-11-20,178.06,114.48,209.3108125
2015-11-21,178.06,114.48,209.3108125
2015-11-22,178.06,114.48,209.3108125
2015-11-23,177.74,114.15,209.07
2015-11-24,177.98,114.05,209.35
2015-11-25,177.93,114.15,209.32
2015-11-26,177.93,114.15,209.32
2015-11-27,177.9,114.31,209.56
2015-11-28,177.9,114.31,209.56
2015-11-29,177.9,114.31,209.56
2015-11-30,177.23,114.02,208.69
2015-12-01,178.81,115.16,210.68
2015-12-02,177.29,114.45,208.529
2015-12-03,174.83,112.51,205.61
2015-12-04,178.42,115.14,209.62
2015-12-05,178.42,115.14,209.62
2015-12-06,178.42,115.14,209.62
2015-12-07,177.34,114.62,208.35
2015-12-08,175.7708125,114.63,206.949
2015-12-09,174.99,112.89,205.34
2015-12-10,175.88,113.4,205.87
2015-12-11,172.73,110.79,201.88
2015-12-12,172.73,110.79,201.88
2015-12-13,172.73,110.79,201.88
2015-12-14,173.9,111.63,202.9008125
2015-12-15,175.46,112.31,205.0308125
2015-12-16,177.64,113.98,208.03
2015-12-17,175.1,112.32,204.86
2015-12-18,171.0,109.83,200.0208125
2015-12-19,171.0,109.83,200.0208125
2015-12-20,171.0,109.83,200.0208125
2015-12-21,172.25,111.05,201.67
2015-12-22,174.01,111.78,203.5
2015-12-23,175.81,112.61,206.02
2015-12-24,175.22,112.59,205.68
2015-12-25,175.22,112.59,205.68
2015-12-26,175.22,112.59,205.68
2015-12-27,175.22,112.59,205.68
2015-12-28,174.98,112.53,205.21
2015-12-29,176.98,114.3,207.4
2015-12-30,175.8,113.27,205.93
2015-12-31,173.99,111.86,203.87
2016-01-01,173.99,111.86,203.87
2016-01-02,173.99,111.86,203.87
2016-01-03,173.99,111.86,203.87
2016-01-04,171.29,109.5,201.0191875
2016-01-05,171.39,109.31,201.36
2016-01-06,168.94,108.26,198.82
2016-01-07,164.96,104.87,194.05
2016-01-08,163.24,104.01,191.923
2016-01-09,163.24,104.01,191.923
2016-01-10,163.24,104.01,191.923
2016-01-11,163.83,104.33,192.11
2016-01-12,164.95,105.54,193.6608125
2016-01-13,161.35,101.9,188.83
2016-01-14,163.59,104.07,191.93
2016-01-15,159.68,100.84,187.81
2016-01-16,159.68,100.84,187.81
2016-01-17,159.68,100.84,187.81
2016-01-18,159.68,100.84,187.81
2016-01-19,160.02,101.06,188.06
2016-01-20,157.61,100.75,185.65
2016-01-21,158.6,100.85,186.69
2016-01-22,160.79,103.77,190.52
2016-01-23,160.79,103.77,190.52
2016-01-24,160.79,103.77,190.52
2016-01-25,158.7,102.23,187.64
2016-01-26,161.54,103.15,190.2
2016-01-27,159.3,100.58,188.13
2016-01-28,160.51,102.0,189.11
2016-01-29,164.37,104.13,193.7208125
2016-01-30,164.37,104.13,193.7208125
2016-01-31,164.37,104.13,193.7208125
2016-02-01,164.34,104.41,193.65
2016-02-02,161.41,102.15,190.16
2016-02-03,163.2,101.66,191.3
2016-02-04,164.14,101.65,191.6
2016-02-05,161.94,98.12,187.95
2016-02-06,161.94,98.12,187.95
2016-02-07,161.94,98.12,187.95
2016-02-08,160.35,96.62,185.42
2016-02-09,160.24,96.32,185.43
2016-02-10,159.39,96.69,185.27
2016-02-11,156.8,96.55,182.86
2016-02-12,159.98,98.02,186.63
2016-02-13,159.98,98.02,186.63
2016-02-14,159.98,98.02,186.63
2016-02-15,159.98,98.02,186.63
2016-02-16,162.2,100.23,189.78
2016-02-17,164.93,102.5,192.88
2016-02-18,164.52,101.33,192.09
2016-02-19,163.7,101.63,192.0
2016-02-20,163.7,101.63,192.0
2016-02-21,163.7,101.63,192.0
2016-02-22,165.94,103.28,194.78
2016-02-23,164.1508125,101.58,192.32
2016-02-24,164.67,102.55,193.2
2016-02-25,166.84,103.56,195.54
2016-02-26,166.28,103.43,195.0891875
2016-02-27,166.28,103.43,195.0891875
2016-02-28,166.28,103.43,195.0891875
2016-02-29,164.96,102.5,193.56
2016-03-01,168.52,105.79,198.11
2016-03-02,168.89,105.83,199.0
2016-03-03,169.35,105.63,199.775
2016-03-04,170.02,105.67,200.43
2016-03-05,170.02,105.67,200.43
2016-03-06,170.02,105.67,200.43
2016-03-07,170.62,105.02,200.59
2016-03-08,169.62,104.15,198.4
2016-03-09,170.02,104.82,199.38
2016-03-10,170.0591875,104.66,199.54
2016-03-11,172.2308125,106.49,202.76
2016-03-12,172.2308125,106.49,202.76
2016-03-13,172.2308125,106.49,202.76
2016-03-14,172.4108125,106.67,202.5
2016-03-15,172.64,106.63,202.17
2016-03-16,173.47,107.58,203.34
2016-03-17,174.94,107.52,204.63
2016-03-18,175.69,107.37,204.38
2016-03-19,175.69,107.37,204.38
2016-03-20,175.69,107.37,204.38
2016-03-21,176.01,107.79,204.67
2016-03-22,175.7,108.12,204.56
2016-03-23,174.81,107.23,203.2091875
2016-03-24,174.94,107.26,203.12
2016-03-25,174.94,107.26,203.12
2016-03-26,174.94,107.26,203.12
2016-03-27,174.94,107.26,203.12
2016-03-28,175.12,107.11,203.24
2016-03-29,176.07,108.83,205.1208125
2016-03-30,176.89,109.36,206.02
2016-03-31,176.64,109.2,205.52
2016-04-01,177.72,110.36,206.92
2016-04-02,177.72,110.36,206.92
2016-04-03,177.72,110.36,206.92
2016-04-04,177.12,109.94,206.25
2016-04-05,175.82,108.88,204.1891875
2016-04-06,177.04,110.67,206.42
2016-04-07,175.29,109.08,203.95
2016-04-08,175.66,109.0,204.4991875
2016-04-09,175.66,109.0,204.4991875
2016-04-10,175.66,109.0,204.4991875
2016-04-11,175.44,108.6,204.020125
2016-04-12,177.09,109.51,205.92
2016-04-13,178.92,110.91,208.0008125
2016-04-14,179.11,110.92,208.01
2016-04-15,178.68,110.64,207.78
2016-04-16,178.68,110.64,207.78
2016-04-17,178.68,110.64,207.78
2016-04-18,179.78,111.23,209.2391875
2016-04-19,180.32,110.55,209.9
2016-04-20,180.75,110.64,210.1
2016-04-21,179.7,110.65,208.97
2016-04-22,179.9,108.98,208.97
2016-04-23,179.9,108.98,208.97
2016-04-24,179.9,108.98,208.97
2016-04-25,179.54,108.98,208.61
2016-04-26,179.64,108.45,208.9191875
2016-04-27,180.25,107.58,209.35
2016-04-28,178.2,106.28,207.4475
2016-04-29,177.59,105.72,206.3308125
2016-04-30,177.59,105.72,206.3308125
2016-05-01,177.59,105.72,206.3308125
2016-05-02,178.7,106.72,207.97
2016-05-03,177.3,105.73,206.1591875
2016-05-04,176.32,105.05,205.01
2016-05-05,176.4408125,105.02,204.97
2016-05-06,177.34,105.58,205.72
2016-05-07,177.34,105.58,205.72
2016-05-08,177.34,105.58,205.72
2016-05-09,176.98,105.88,205.8891875
2016-05-10,179.2,107.33,208.45
2016-05-11,177.2991875,106.36,206.5
2016-05-12,177.42,105.89,206.56
2016-05-13,175.48,105.5,204.76
2016-05-14,175.48,105.5,204.76
2016-05-15,175.48,105.5,204.76
2016-05-16,177.26,106.82,206.78
2016-05-17,175.56,105.48,204.8508125
2016-05-18,175.63,105.86,204.91
2016-05-19,174.68,105.31,204.2
2016-05-20,174.76,106.47,205.49
2016-05-21,174.76,106.47,205.49
2016-05-22,174.76,106.47,205.49
2016-05-23,174.78,106.33,205.21
2016-05-24,176.86,108.46,207.87
2016-05-25,178.28,109.24,209.28
2016-05-26,178.08,109.56,209.34
2016-05-27,178.5,110.13,210.24
2016-05-28,178.5,110.13,210.24
2016-05-29,178.5,110.13,210.24
2016-05-30,178.5,110.13,210.24
2016-05-31,177.65,110.34,209.84
2016-06-01,177.73,110.35,210.27
2016-06-02,178.28,110.58,210.91
2016-06-03,178.06,110.06,210.28
2016-06-04,178.06,110.06,210.28
2016-06-05,178.06,110.06,210.28
2016-06-06,179.18,110.46,211.35
2016-06-07,179.38,110.18,211.68
2016-06-08,180.06,110.37,212.37
2016-06-09,179.88,110.19,212.08
2016-06-10,178.71,108.94,210.07
2016-06-11,178.71,108.94,210.07
2016-06-12,178.71,108.94,210.07
2016-06-13,177.36,108.03,208.4491875
2016-06-14,176.81,108.03,208.04
2016-06-15,176.57,107.72,207.75
2016-06-16,177.46,108.04,208.37
2016-06-17,176.52,106.49,206.52
2016-06-18,176.52,106.49,206.52
2016-06-19,176.52,106.49,206.52
2016-06-20,177.8,107.16,207.85
2016-06-21,178.06,107.5,208.44
2016-06-22,177.57,107.24,208.1
2016-06-23,179.81,108.77,210.81
2016-06-24,173.76,104.29,203.13
2016-06-25,173.76,104.29,203.13
2016-06-26,173.76,104.29,203.13
2016-06-27,171.2,102.22,199.6
2016-06-28,173.82,104.46,203.1996875
2016-06-29,176.64,106.31,206.66
2016-06-30,179.0,107.54,209.475
2016-07-01,179.31,108.08,209.9208125
2016-07-02,179.31,108.08,209.9208125
2016-07-03,179.31,108.08,209.9208125
2016-07-04,179.31,108.08,209.9208125
2016-07-05,178.21,107.42,208.41
2016-07-06,178.98,108.3,209.66
2016-07-07,178.79,108.62,209.526
2016-07-08,181.3,110.3,212.65
2016-07-09,181.3,110.3,212.65
2016-07-10,181.3,110.3,212.65
2016-07-11,182.12,110.93,213.4
2016-07-12,183.39,111.49,214.95
2016-07-13,183.6,111.22,214.92
2016-07-14,184.96,111.98,216.12
2016-07-15,184.88,111.8,215.83
2016-07-16,184.88,111.8,215.83
2016-07-17,184.88,111.8,215.83
2016-07-18,185.08,112.54,216.4091875
2016-07-19,185.42,112.13,216.19
2016-07-20,185.78,113.44,217.085
2016-07-21,184.98,113.18,216.265
2016-07-22,185.51,113.65,217.24
2016-07-23,185.51,113.65,217.24
2016-07-24,185.51,113.65,217.24
2016-07-25,184.81,113.66,216.65
2016-07-26,184.6,113.79,216.75
2016-07-27,184.58,114.58,216.52
2016-07-28,184.38,114.98,216.77
2016-07-29,184.13,115.23,217.12
2016-07-30,184.13,115.23,217.12
2016-07-31,184.13,115.23,217.12
2016-08-01,183.87,115.84,216.94
2016-08-02,182.97,114.96,215.5491875
2016-08-03,183.36,115.34,216.18
2016-08-04,183.45,115.67,216.4096875
2016-08-05,185.26,116.78,218.18
2016-08-06,185.26,116.78,218.18
2016-08-07,185.26,116.78,218.18
2016-08-08,185.28,116.65,218.05
2016-08-09,185.35,116.92,218.18
2016-08-10,185.12,116.62,217.64
2016-08-11,186.3,117.12,218.65
2016-08-12,185.9,117.2,218.46
2016-08-13,185.9,117.2,218.46
2016-08-14,185.9,117.2,218.46
2016-08-15,186.52,117.7,219.09
2016-08-16,185.76,117.05,217.96
2016-08-17,186.1,117.26,218.37
2016-08-18,186.34,117.29,218.86
2016-08-19,185.32,117.26,218.54
2016-08-20,185.32,117.26,218.54
2016-08-21,185.32,117.26,218.54
2016-08-22,185.12,117.35,218.53
2016-08-23,185.3,117.56,218.97
2016-08-24,184.66,116.8,217.85
2016-08-25,184.37,116.61,217.7
2016-08-26,183.82,116.78,217.29
2016-08-27,183.82,116.78,217.29
2016-08-28,183.82,116.78,217.29
2016-08-29,184.83,116.94,218.3608125
2016-08-30,184.51,116.56,218.0
2016-08-31,183.94,116.44,217.38
2016-09-01,184.1,116.74,217.39
2016-09-02,184.86,117.12,218.37
2016-09-03,184.86,117.12,218.37
2016-09-04,184.86,117.12,218.37
2016-09-05,184.86,117.12,218.37
2016-09-06,185.32,117.85,219.0308125
2016-09-07,185.32,117.92,219.01
2016-09-08,184.82,117.23,218.51
2016-09-09,180.91,114.28,213.28
2016-09-10,180.91,114.28,213.28
2016-09-11,180.91,114.28,213.28
2016-09-12,183.3,116.33,216.34
2016-09-13,180.8,115.29,213.23
2016-09-14,180.43,115.84,213.15
2016-09-15,182.26,117.64,215.28
2016-09-16,180.97,117.29,213.37
2016-09-17,180.97,117.29,213.37
2016-09-18,180.97,117.29,213.37
2016-09-19,180.98,116.78,213.41
2016-09-20,181.05,117.0,213.42
2016-09-21,182.66,118.15,215.82
2016-09-22,183.66,119.09,217.18
2016-09-23,182.42,118.33,215.99
2016-09-24,182.42,118.33,215.99
2016-09-25,182.42,118.33,215.99
2016-09-26,180.75,117.34,214.24
2016-09-27,182.0,118.5,215.57
2016-09-28,183.1,118.7,216.64
2016-09-29,181.22,117.84,214.68
2016-09-30,182.78,118.72,216.3
2016-10-01,182.78,118.72,216.3
2016-10-02,182.78,118.72,216.3
2016-10-03,182.32,118.55,215.78
2016-10-04,181.48,118.37,214.68
2016-10-05,182.66,118.79,215.63
2016-10-06,182.52,118.73,215.78
2016-10-07,182.22,118.47,215.04
2016-10-08,182.22,118.47,215.04
2016-10-09,182.22,118.47,215.04
2016-10-10,183.12,119.22,216.16
2016-10-11,181.2,117.52,213.43
2016-10-12,181.37,117.42,213.71
2016-10-13,180.84,117.0,213.01
2016-10-14,181.29,117.14,213.12
2016-10-15,181.29,117.14,213.12
2016-10-16,181.29,117.14,213.12
2016-10-17,180.72,116.82,212.38
2016-10-18,181.37,117.86,213.71
2016-10-19,182.0,117.85,214.28
2016-10-20,181.54,117.71,213.88
2016-10-21,181.22,118.15,213.98
2016-10-22,181.22,118.15,213.98
2016-10-23,181.22,118.15,213.98
2016-10-24,181.96,119.57,214.89
2016-10-25,181.48,119.19,214.17
2016-10-26,181.77,118.38,213.74
2016-10-27,181.53,117.84,213.17
2016-10-28,181.36,117.1,212.54
2016-10-29,181.36,117.1,212.54
2016-10-30,181.36,117.1,212.54
2016-10-31,181.17,116.99,212.55
2016-11-01,180.12,116.11,211.01
2016-11-02,179.35,115.18,209.74
2016-11-03,179.11,114.05,208.78
2016-11-04,178.71,113.65,208.55
2016-11-05,178.71,113.65,208.55
2016-11-06,178.71,113.65,208.55
2016-11-07,182.36,116.35,213.15
2016-11-08,183.38,117.11,214.11
2016-11-09,185.96,117.65,216.3791875
2016-11-10,188.13,115.75,216.92
2016-11-11,188.47,115.8,216.42
2016-11-12,188.47,115.8,216.42
2016-11-13,188.47,115.8,216.42
2016-11-14,188.77,114.63,216.59
2016-11-15,189.34,116.22,218.28
2016-11-16,188.98,116.91,217.87
2016-11-17,189.3,117.76,218.99
2016-11-18,188.46,117.32,218.5
2016-11-19,188.46,117.32,218.5
2016-11-20,188.46,117.32,218.5
2016-11-21,189.34,118.54,220.15
2016-11-22,190.02,118.9,220.58
2016-11-23,190.59,118.42,220.7
2016-11-24,190.59,118.42,220.7
2016-11-25,191.3,118.8,221.52
2016-11-26,191.3,118.8,221.52
2016-11-27,191.3,118.8,221.52
2016-11-28,190.78,118.53,220.48
2016-11-29,191.19,118.94,220.91
2016-11-30,191.4,117.5,220.38
2016-12-01,191.9,115.47,219.57
2016-12-02,191.74,115.7,219.68
2016-12-03,191.74,115.7,219.68
2016-12-04,191.74,115.7,219.68
2016-12-05,192.22,116.6,221.0
2016-12-06,192.49,116.88,221.7
2016-12-07,195.48,118.36,224.6
2016-12-08,196.28,118.57,225.15
2016-12-09,197.69,119.5,226.51
2016-12-10,197.69,119.5,226.51
2016-12-11,197.69,119.5,226.51
2016-12-12,198.08,118.96,226.25
2016-12-13,199.23,120.46,227.76
2016-12-14,198.14,120.21,225.88
2016-12-15,198.66,120.4,226.81
2016-12-16,198.19,119.6,225.04
2016-12-17,198.19,119.6,225.04
2016-12-18,198.19,119.6,225.04
2016-12-19,198.6,120.09,225.53
2016-12-20,199.42,120.55,226.4
2016-12-21,199.16,120.46,225.77
2016-12-22,198.97,120.12,225.38
2016-12-23,199.05,120.2,225.71
2016-12-24,199.05,120.2,225.71
2016-12-25,199.05,120.2,225.71
