DATE,DIA US Equity,QQQ US Equity,SPY US Equity
2012-12-25,130.97,65.07,142.35
2012-12-26,130.81,64.5,141.75
2012-12-27,130.6,64.4,141.561625
2012-12-28,129.07,63.78,140.03
2012-12-29,129.07,63.78,140.03
2012-12-30,129.07,63.78,140.03
2012-12-31,130.58,65.130125,142.41
2013-01-01,130.58,65.130125,142.41
2013-01-02,133.77,67.2,146.06
2013-01-03,133.63,66.852125,145.734125
2013-01-04,134.06,66.63,146.37
2013-01-05,134.06,66.63,146.37
2013-01-06,134.06,66.63,146.37
2013-01-07,133.51,66.650375,145.9695
2013-01-08,133.0623125,66.52,145.549625
2013-01-09,133.71,66.77,145.92
2013-01-10,134.54,67.17,147.08
2013-01-11,134.718,67.26,147.07
2013-01-12,134.718,67.26,147.07
2013-01-13,134.718,67.26,147.07
2013-01-14,134.89,66.96,146.97
2013-01-15,135.08,66.63,147.07
2013-01-16,134.89,66.9,147.05
2013-01-17,135.83,67.22,148.0
2013-01-18,136.09,67.07,148.33
2013-01-19,136.09,67.07,148.33
2013-01-20,136.09,67.07,148.33
2013-01-21,136.09,67.07,148.33
2013-01-22,136.74,67.18,149.13
2013-01-23,137.46,67.59,149.37
2013-01-24,138.02,66.66,149.41
2013-01-25,138.62,67.0,150.25
2013-01-26,138.62,67.0,150.25
2013-01-27,138.62,67.0,150.25
2013-01-28,138.65,67.15,150.07
2013-01-29,139.23,67.16,150.66
2013-01-30,138.76,67.02,150.07
2013-01-31,138.41,66.87,149.7
2013-02-01,139.74,67.66,151.24
2013-02-02,139.74,67.66,151.24
2013-02-03,139.74,67.66,151.24
2013-02-04,138.57,66.48,149.535
2013-02-05,139.39,67.46,151.05
2013-02-06,139.58,67.24,151.16
2013-02-07,139.29,67.3,150.96
2013-02-08,139.73,67.99,151.8
2013-02-09,139.73,67.99,151.8
2013-02-10,139.73,67.99,151.8
2013-02-11,139.52,68.01,151.77
2013-02-12,140.05,67.73,152.02
2013-02-13,139.87,67.97,152.151
2013-02-14,139.86,67.95,152.29
2013-02-15,139.45,67.75,152.11
2013-02-16,139.45,67.75,152.11
2013-02-17,139.45,67.75,152.11
2013-02-18,139.45,67.75,152.11
2013-02-19,139.97,68.24,153.25
2013-02-20,138.88,67.19,151.34
2013-02-21,138.51,66.47,150.42
2013-02-22,139.81,67.139,151.89
2013-02-23,139.81,67.139,151.89
2013-02-24,139.81,67.139,151.89
2013-02-25,137.66,66.31,149.0
2013-02-26,138.78,66.56,150.02
2013-02-27,140.6,67.239,151.91
2013-02-28,140.28,67.1,151.61
2013-03-01,140.74,67.38,152.11
2013-03-02,140.74,67.38,152.11
2013-03-03,140.74,67.38,152.11
2013-03-04,141.07,67.68,152.92
2013-03-05,142.34,68.68,154.29
2013-03-06,142.84,68.51,154.5
2013-03-07,143.14,68.69,154.776
2013-03-08,143.76,68.77,155.44
2013-03-09,143.76,68.77,155.44
2013-03-10,143.76,68.77,155.44
2013-03-11,144.36,68.97,156.03
2013-03-12,144.4,68.72,155.68
2013-03-13,144.46,68.63,155.905
2013-03-14,145.33,68.86,156.73
2013-03-15,144.82,68.51,155.83
2013-03-16,144.82,68.51,155.83
2013-03-17,144.82,68.51,155.83
2013-03-18,144.17,68.36,154.97
2013-03-19,144.3,68.23,154.61
2013-03-20,144.81,68.709,155.69
2013-03-21,143.89,67.93,154.359
2013-03-22,144.9,68.59,155.6
2013-03-23,144.9,68.59,155.6
2013-03-24,144.9,68.59,155.6
2013-03-25,144.21,68.34,154.95
2013-03-26,145.28,68.71,156.19
2013-03-27,144.96,68.801,156.19
2013-03-28,145.32,68.97,156.67
2013-03-29,145.32,68.97,156.67
2013-03-30,145.32,68.97,156.67
2013-03-31,145.32,68.97,156.67
2013-04-01,145.35,68.5,156.05
2013-04-02,146.27,69.04,156.82
2013-04-03,145.14,68.41,155.23
2013-04-04,145.77,68.43,155.86
2013-04-05,145.31,67.861,155.158
2013-04-06,145.31,67.861,155.158
2013-04-07,145.31,67.861,155.158
2013-04-08,145.95,68.22,156.21
2013-04-09,146.51,68.68,156.75
2013-04-10,147.78,70.015,158.67
2013-04-11,148.4,69.99,159.19
2013-04-12,148.42,69.94,158.8
2013-04-13,148.42,69.94,158.8
2013-04-14,148.42,69.94,158.8
2013-04-15,145.81,68.56,155.118
2013-04-16,147.36,69.47,157.41
2013-04-17,145.95,68.115,155.11
2013-04-18,145.18,67.169,154.14
2013-04-19,145.14,68.09,155.48
2013-04-20,145.14,68.09,155.48
2013-04-21,145.14,68.09,155.48
2013-04-22,145.32,68.79,156.17
2013-04-23,146.8,69.45,157.78
2013-04-24,146.45,69.42,157.88
2013-04-25,146.76,69.79,158.52
2013-04-26,146.88,69.57,158.24
2013-04-27,146.88,69.57,158.24
2013-04-28,146.88,69.57,158.24
2013-04-29,147.86,70.21,159.3
2013-04-30,148.02,70.72,159.68
2013-05-01,146.740125,70.39,158.28
2013-05-02,147.96,71.28,159.75
2013-05-03,149.36,72.12,161.368
2013-05-04,149.36,72.12,161.368
2013-05-05,149.36,72.12,161.368
2013-05-06,149.43,72.4,161.78
2013-05-07,150.26,72.36,162.599875
2013-05-08,150.94,72.71,163.34
2013-05-09,150.84,72.6065,162.881
2013-05-10,151.04,73.05,163.41
2013-05-11,151.04,73.05,163.41
2013-05-12,151.04,73.05,163.41
2013-05-13,150.86,73.14,163.54
2013-05-14,152.13,73.52,165.23
2013-05-15,152.78,73.67,166.115
2013-05-16,152.45,73.59,165.34
2013-05-17,153.14,74.3,166.94
2013-05-18,153.14,74.3,166.94
2013-05-19,153.14,74.3,166.94
2013-05-20,153.04,74.19,166.93
2013-05-21,153.51,74.27,167.17
2013-05-22,152.84,73.619,165.93
2013-05-23,152.77,73.45,165.45
2013-05-24,152.77,73.41,165.308
2013-05-25,152.77,73.41,165.308
2013-05-26,152.77,73.41,165.308
2013-05-27,152.77,73.41,165.308
2013-05-28,153.88,73.89,166.3
2013-05-29,152.84,73.54,165.22
2013-05-30,153.1,73.93,165.83
2013-05-31,151.1,73.25,163.445
2013-06-01,151.1,73.25,163.445
2013-06-02,151.1,73.25,163.445
2013-06-03,152.31,73.38,164.35
2013-06-04,151.64,73.0,163.56
2013-06-05,149.31,72.05,161.272
2013-06-06,150.251,72.4,162.73
2013-06-07,152.32,73.39,164.8
2013-06-08,152.32,73.39,164.8
2013-06-09,152.32,73.39,164.8
2013-06-10,152.21,73.42,164.8
2013-06-11,151.2,72.69,163.098
2013-06-12,149.86,71.85,161.75
2013-06-13,151.76,72.76,164.21
2013-06-14,150.66,72.28,163.175
2013-06-15,150.66,72.28,163.175
2013-06-16,150.66,72.28,163.175
2013-06-17,151.78,72.98,164.44
2013-06-18,153.1,73.58,165.735
2013-06-19,151.09,72.76,163.45
2013-06-20,147.58,71.025,159.4
2013-06-21,147.73,70.43,159.07
2013-06-22,147.73,70.43,159.07
2013-06-23,147.73,70.43,159.07
2013-06-24,146.28,69.73,157.06
2013-06-25,147.3,70.24,158.575
2013-06-26,148.79,70.87,160.14
2013-06-27,149.9,71.17,161.08
2013-06-28,148.55,71.27,160.42
2013-06-29,148.55,71.27,160.42
2013-06-30,148.55,71.27,160.42
2013-07-01,149.42,71.71,161.36
2013-07-02,148.93,71.74,161.21
2013-07-03,149.54,72.031,161.28
2013-07-04,149.54,72.031,161.28
2013-07-05,151.02,72.58,163.02
2013-07-06,151.02,72.58,163.02
2013-07-07,151.02,72.58,163.02
2013-07-08,152.02,72.65,163.945
2013-07-09,152.79,73.09,165.13
2013-07-10,152.709,73.51,165.192
2013-07-11,154.380125,74.97,167.44
2013-07-12,154.17,75.3,167.51
2013-07-13,154.17,75.3,167.51
2013-07-14,154.17,75.3,167.51
2013-07-15,154.64,75.47,168.155
2013-07-16,154.3,75.37,167.525
2013-07-17,154.44,75.56,167.950125
2013-07-18,155.341,75.37,168.87
2013-07-19,155.12,74.59,169.17
2013-07-20,155.12,74.59,169.17
2013-07-21,155.12,74.59,169.17
2013-07-22,155.11,74.81,169.5
2013-07-23,155.36,74.26,169.14
2013-07-24,155.1,74.5,168.52
2013-07-25,155.12,74.97,168.93
2013-07-26,155.16,75.37,169.11
2013-07-27,155.16,75.37,169.11
2013-07-28,155.16,75.37,169.11
2013-07-29,154.93,75.23,168.59
2013-07-30,154.91,75.63,168.588
2013-07-31,154.84,75.77,168.71
2013-08-01,155.89,76.54,170.66
2013-08-02,156.2,76.97,170.95
2013-08-03,156.2,76.97,170.95
2013-08-04,156.2,76.97,170.95
2013-08-05,155.79,77.02,170.7
2013-08-06,154.851,76.56,169.73
2013-08-07,154.538,76.42,169.18
2013-08-08,154.69,76.8,169.8
2013-08-09,154.11,76.49,169.31
2013-08-10,154.11,76.49,169.31
2013-08-11,154.11,76.49,169.31
2013-08-12,154.03,76.67,169.111
2013-08-13,154.44,77.1,169.61
2013-08-14,153.325,76.81,168.74
2013-08-15,151.12,75.51,166.38
2013-08-16,150.5,75.485,165.83
2013-08-17,150.5,75.485,165.83
2013-08-18,150.5,75.485,165.83
2013-08-19,149.742,75.35,164.77
2013-08-20,149.75,75.68,165.58
2013-08-21,148.64,75.42,164.56
2013-08-22,149.4,76.16,166.06
2013-08-23,149.83,76.67,166.62
2013-08-24,149.83,76.67,166.62
2013-08-25,149.83,76.67,166.62
2013-08-26,149.21,76.71,166.0
2013-08-27,147.499,75.14,163.33
2013-08-28,148.04,75.43,163.91
2013-08-29,148.25,75.96,164.17
2013-08-30,147.85,75.47,163.65
2013-08-31,147.85,75.47,163.65
2013-09-01,147.85,75.47,163.65
2013-09-02,147.85,75.47,163.65
2013-09-03,148.11,75.9,164.39
2013-09-04,149.18,76.71,165.75
2013-09-05,149.12,76.84,165.96
2013-09-06,149.09,76.93,166.04
2013-09-07,149.09,76.93,166.04
2013-09-08,149.09,76.93,166.04
2013-09-09,150.47,77.83,167.634
2013-09-10,151.79,78.21,168.87
2013-09-11,153.15,78.06,169.4
2013-09-12,153.03,78.01,168.95
2013-09-13,153.69,78.06,169.33
2013-09-14,153.69,78.06,169.33
2013-09-15,153.69,78.06,169.33
2013-09-16,154.94,77.85,170.31
2013-09-17,155.29,78.37,171.07
2013-09-18,156.69,79.31,173.051
2013-09-19,156.32,79.5,172.76
2013-09-20,154.3,78.985,170.72
2013-09-21,154.3,78.985,170.72
2013-09-22,154.3,78.985,170.72
2013-09-23,153.707,78.83,169.93
2013-09-24,153.06,78.83,169.53
2013-09-25,152.42,78.56,169.04
2013-09-26,152.95,79.17,169.69
2013-09-27,152.21,79.07,168.909
2013-09-28,152.21,79.07,168.909
2013-09-29,152.21,79.07,168.909
2013-09-30,151.0,78.88,168.01
2013-10-01,151.62,79.68,169.34
2013-10-02,150.979,79.65,169.18
2013-10-03,149.671,78.72,167.62
2013-10-04,150.43,79.4,168.89
2013-10-05,150.43,79.4,168.89
2013-10-06,150.43,79.4,168.89
2013-10-07,149.0,78.74,167.43
2013-10-08,147.53,77.22,165.48
2013-10-09,147.78,76.98,165.6
2013-10-10,150.96,78.61,169.17
2013-10-11,152.17,79.23,170.26
2013-10-12,152.17,79.23,170.26
2013-10-13,152.17,79.23,170.26
2013-10-14,152.8,79.79,170.94
2013-10-15,151.34,79.48,169.7
2013-10-16,153.52,80.38,172.07
2013-10-17,153.48,80.84,173.22
2013-10-18,153.6,82.15,174.388
2013-10-19,153.6,82.15,174.388
2013-10-20,153.6,82.15,174.388
2013-10-21,153.53,82.33,174.4
2013-10-22,154.25,82.45,175.41
2013-10-23,153.82,81.95,174.57
2013-10-24,154.8,82.31,175.15
2013-10-25,155.45,82.9,175.95
2013-10-26,155.45,82.9,175.95
2013-10-27,155.45,82.9,175.95
2013-10-28,155.37,82.92,176.23
2013-10-29,156.5,83.06,177.17
2013-10-30,155.87,82.98,176.29
2013-10-31,155.29,82.79,175.79
2013-11-01,155.86,82.81,176.21
2013-11-02,155.86,82.81,176.21
2013-11-03,155.86,82.81,176.21
2013-11-04,156.06,82.93,176.83
2013-11-05,155.89,83.02,176.27
2013-11-06,157.22,83.0,177.17
2013-11-07,155.85,81.44,174.93
2013-11-08,157.49,82.54,177.29
2013-11-09,157.49,82.54,177.29
2013-11-10,157.49,82.54,177.29
2013-11-11,157.61,82.41,177.32
2013-11-12,157.37,82.54,176.96
2013-11-13,158.06,83.54,178.38
2013-11-14,158.73,83.8,179.27
2013-11-15,159.3,83.96,180.05
2013-11-16,159.3,83.96,180.05
2013-11-17,159.3,83.96,180.05
2013-11-18,159.44,83.14,179.42
2013-11-19,159.33,82.9,179.03
2013-11-20,158.77,82.7,178.47
2013-11-21,159.86,83.54,179.91
2013-11-22,160.4,83.99,180.81
2013-11-23,160.4,83.99,180.81
2013-11-24,160.4,83.99,180.81
2013-11-25,160.61,84.19,180.63
2013-11-26,160.5,84.63,180.68
2013-11-27,160.85,85.22,181.12
2013-11-28,160.85,85.22,181.12
2013-11-29,160.72,85.73,181.0
2013-11-30,160.72,85.73,181.0
2013-12-01,160.72,85.73,181.0
2013-12-02,159.92,85.48,180.53
2013-12-03,158.99,85.41,179.75
2013-12-04,158.76,85.49,179.73
2013-12-05,158.12,85.38,178.94
2013-12-06,160.16,86.0,180.94
2013-12-07,160.16,86.0,180.94
2013-12-08,160.16,86.0,180.94
2013-12-09,160.23,86.35,181.4
2013-12-10,159.72,86.29,180.75
2013-12-11,158.31,85.18,178.72
2013-12-12,157.47,84.96,178.13
2013-12-13,157.65,84.85,178.11
2013-12-14,157.65,84.85,178.11
2013-12-15,157.65,84.85,178.11
2013-12-16,158.9,85.32,179.216
2013-12-17,158.78,85.15,178.65
2013-12-18,161.76,86.14,181.7
2013-12-19,161.88,85.9,181.49
2013-12-20,162.01,86.5,181.56
2013-12-21,162.01,86.5,181.56
2013-12-22,162.01,86.5,181.56
2013-12-23,162.62,87.41,182.53
2013-12-24,163.16,87.45,182.93
2013-12-25,163.16,87.45,182.93
2013-12-26,164.46,87.74,183.855
2013-12-27,164.47,87.52,183.845
2013-12-28,164.47,87.52,183.845
2013-12-29,164.47,87.52,183.845
2013-12-30,164.59,87.39,183.82
2013-12-31,165.47,87.96,184.69
2014-01-01,165.47,87.96,184.69
2014-01-02,164.11,87.27,182.92
2014-01-03,164.39,86.64,182.885
2014-01-04,164.39,86.64,182.885
2014-01-05,164.39,86.64,182.885
2014-01-06,163.89,86.32,182.36
2014-01-07,164.97,87.12,183.48
2014-01-08,164.35,87.31,183.52
2014-01-09,164.19,87.02,183.64
2014-01-10,164.18,87.3,184.14
2014-01-11,164.18,87.3,184.14
2014-01-12,164.18,87.3,184.14
2014-01-13,162.24,86.01,181.685
2014-01-14,163.45,87.65,183.67
2014-01-15,164.57,88.37,184.66
2014-01-16,163.98,88.38,184.42
2014-01-17,164.08,87.88,183.635
2014-01-18,164.08,87.88,183.635
2014-01-19,164.08,87.88,183.635
2014-01-20,164.08,87.88,183.635
2014-01-21,163.73,88.55,184.18
2014-01-22,163.47,88.78,184.3
2014-01-23,161.71,88.48,182.79
2014-01-24,158.48,86.74,178.89
2014-01-25,158.48,86.74,178.89
2014-01-26,158.48,86.74,178.89
2014-01-27,158.02,85.9,178.01
2014-01-28,158.94,85.85,179.07
2014-01-29,157.1,84.93,177.35
2014-01-30,158.17,86.5,179.23
2014-01-31,156.75,86.27,178.18
2014-02-01,156.75,86.27,178.18
2014-02-02,156.75,86.27,178.18
2014-02-03,153.53,84.29,174.17
2014-02-04,154.08,84.91,175.385
2014-02-05,154.18,84.69,175.17
2014-02-06,156.14,85.77,177.48
2014-02-07,157.78,87.3,179.68
2014-02-08,157.78,87.3,179.68
2014-02-09,157.78,87.3,179.68
2014-02-10,157.75,87.8,180.01
2014-02-11,159.76,88.8,181.98
2014-02-12,159.71,88.97,182.07
2014-02-13,160.29,89.63,183.01
2014-02-14,161.59,89.81,184.02
2014-02-15,161.59,89.81,184.02
2014-02-16,161.59,89.81,184.02
2014-02-17,161.59,89.81,184.02
2014-02-18,161.41,90.25,184.24
2014-02-19,160.52,89.63,183.02
2014-02-20,161.31,90.05,184.1
2014-02-21,160.81,89.93,183.89
2014-02-22,160.81,89.93,183.89
2014-02-23,160.81,89.93,183.89
2014-02-24,161.66,90.41,184.91
2014-02-25,161.5,90.31,184.84
2014-02-26,161.84,90.23,184.85
2014-02-27,162.55,90.44,185.82
2014-02-28,163.02,90.34,186.29
2014-03-01,163.02,90.34,186.29
2014-03-02,163.02,90.34,186.29
2014-03-03,161.49,89.67,184.98
2014-03-04,163.63,90.81,187.58
2014-03-05,163.35,91.06,187.75
2014-03-06,164.09,90.98,188.18
2014-03-07,164.34,90.53,188.26
2014-03-08,164.34,90.53,188.26
2014-03-09,164.34,90.53,188.26
2014-03-10,163.99,90.61,188.16
2014-03-11,163.42,90.22,187.23
2014-03-12,163.23,90.56,187.28
2014-03-13,161.05,89.28,185.18
2014-03-14,160.65,88.67,184.66
2014-03-15,160.65,88.67,184.66
2014-03-16,160.65,88.67,184.66
2014-03-17,162.37,89.45,186.33
2014-03-18,163.28,90.53,187.66
2014-03-19,162.19,90.04,186.66
2014-03-20,163.3,90.29,187.747
2014-03-21,162.63,89.0,186.2
2014-03-22,162.63,89.0,186.2
2014-03-23,162.63,89.0,186.2
2014-03-24,162.44,88.22,185.43
2014-03-25,163.39,88.51,186.31
2014-03-26,162.33,87.37,184.97
2014-03-27,162.28,86.879,184.58
2014-03-28,162.85,87.05,185.49
2014-03-29,162.85,87.05,185.49
2014-03-30,162.85,87.05,185.49
2014-03-31,164.24,87.67,187.01
2014-04-01,164.95,89.21,188.25
2014-04-02,165.37,89.44,188.88
2014-04-03,165.34,88.73,188.63
2014-04-04,163.88,86.37,186.4
2014-04-05,163.88,86.37,186.4
2014-04-06,163.88,86.37,186.4
2014-04-07,162.16,85.55,184.34
2014-04-08,162.33,86.34,185.1
2014-04-09,164.1,87.82,187.09
2014-04-10,161.47,85.1,183.155
2014-04-11,160.02,84.11,181.51
2014-04-12,160.02,84.11,181.51
2014-04-13,160.02,84.11,181.51
2014-04-14,161.45,84.77,182.940125
2014-04-15,162.36,85.050125,184.2
2014-04-16,164.02,86.18,186.125
2014-04-17,163.75,86.2,186.39
2014-04-18,163.75,86.2,186.39
2014-04-19,163.75,86.2,186.39
2014-04-20,163.75,86.2,186.39
2014-04-21,164.03,86.84,187.04
2014-04-22,164.8,87.53,187.89
2014-04-23,164.64,86.76,187.45
2014-04-24,164.69,87.59,187.83
2014-04-25,163.35,86.19,186.29
2014-04-26,163.35,86.19,186.29
2014-04-27,163.35,86.19,186.29
2014-04-28,164.17,86.47,186.875
2014-04-29,165.0,87.16,187.75
2014-04-30,165.45,87.39,188.31
2014-05-01,165.23,87.65,188.325
2014-05-02,164.75,87.49,188.06
2014-05-03,164.75,87.49,188.06
2014-05-04,164.75,87.49,188.06
2014-05-05,164.93,87.95,188.42
2014-05-06,163.73,86.81,186.78
2014-05-07,165.03,86.56,187.88
2014-05-08,165.35,86.48,187.675
2014-05-09,165.72,86.8,187.96
2014-05-10,165.72,86.8,187.96
2014-05-11,165.72,86.8,187.96
2014-05-12,166.8,88.23,189.785
2014-05-13,167.05,88.29,189.96
2014-05-14,166.11,87.83,189.06
2014-05-15,164.55,87.135,187.4
2014-05-16,164.61,87.71,188.05
2014-05-17,164.61,87.71,188.05
2014-05-18,164.61,87.71,188.05
2014-05-19,164.71,88.32,188.74
2014-05-20,163.32,88.0,187.55
2014-05-21,164.98,88.84,189.13
2014-05-22,165.18,89.23,189.59
2014-05-23,165.83,89.88,190.35
2014-05-24,165.83,89.88,190.35
2014-05-25,165.83,89.88,190.35
2014-05-26,165.83,89.88,190.35
2014-05-27,166.47,91.001,191.52
2014-05-28,166.09,90.72,191.38
2014-05-29,166.78,91.3,192.37
2014-05-30,166.93,91.31,192.68
2014-05-31,166.93,91.31,192.68
2014-06-01,166.93,91.31,192.68
2014-06-02,167.2,91.22,192.895
2014-06-03,167.02,91.18,192.8
2014-06-04,167.13,91.52,193.19
2014-06-05,168.14,92.29,194.45
2014-06-06,169.08,92.82,195.375
2014-06-07,169.08,92.82,195.375
2014-06-08,169.08,92.82,195.375
2014-06-09,169.24,92.75,195.58
2014-06-10,169.35,92.91,195.6
2014-06-11,168.349875,92.89,194.92
2014-06-12,167.29,92.05,193.54
2014-06-13,167.62,92.32,194.13
2014-06-14,167.62,92.32,194.13
2014-06-15,167.62,92.32,194.13
2014-06-16,167.69,92.4,194.29
2014-06-17,168.0,92.45,194.83
2014-06-18,168.93,92.97,196.255
2014-06-19,169.09,92.91,196.48
2014-06-20,169.08,92.77,195.94
2014-06-21,169.08,92.77,195.94
2014-06-22,169.08,92.77,195.94
2014-06-23,168.91,92.79,195.88
2014-06-24,167.87,92.7,194.7
2014-06-25,168.28,93.29,195.58
2014-06-26,168.08,93.34,195.44
2014-06-27,168.17,93.75,195.82
2014-06-28,168.17,93.75,195.82
2014-06-29,168.17,93.75,195.82
2014-06-30,167.89,93.91,195.72
2014-07-01,169.2,94.94,197.03
2014-07-02,169.4,95.1,197.23
2014-07-03,170.47,95.7,198.2
2014-07-04,170.47,95.7,198.2
2014-07-05,170.47,95.7,198.2
2014-07-06,170.47,95.7,198.2
2014-07-07,169.86,95.41,197.51
2014-07-08,168.845,94.26,196.24
2014-07-09,169.58,94.96,197.12
2014-07-10,168.96,94.66,196.34
2014-07-11,169.2,95.27,196.61
2014-07-12,169.2,95.27,196.61
2014-07-13,169.2,95.27,196.61
2014-07-14,170.29,95.84,197.6
2014-07-15,170.38,95.51,197.23
2014-07-16,171.07,95.89,197.96
2014-07-17,169.61,94.619,195.71
2014-07-18,170.58,96.12,197.709875
2014-07-19,170.58,96.12,197.709875
2014-07-20,170.58,96.12,197.709875
2014-07-21,170.18,96.0,197.34
2014-07-22,170.74,96.61,198.2
2014-07-23,170.56,97.227,198.64
2014-07-24,170.44,97.12,198.65
2014-07-25,169.16,96.74,197.72
2014-07-26,169.16,96.74,197.72
2014-07-27,169.16,96.74,197.72
2014-07-28,169.41,96.77,197.8
2014-07-29,168.78,96.6,196.95
2014-07-30,168.48,96.98,196.98
2014-07-31,165.29,95.02,193.09
2014-08-01,164.57,94.67,192.5
2014-08-02,164.57,94.67,192.5
2014-08-03,164.57,94.67,192.5
2014-08-04,165.33,95.32,193.89
2014-08-05,163.92,94.59,192.01
2014-08-06,164.2,94.52,192.07
2014-08-07,163.55,94.22,191.03
2014-08-08,165.34,94.9,193.24
2014-08-09,165.34,94.9,193.24
2014-08-10,165.34,94.9,193.24
2014-08-11,165.55,95.46,193.795
2014-08-12,165.49,95.42,193.53
2014-08-13,166.49,96.43,194.84
2014-08-14,167.1,96.93,195.76
2014-08-15,166.35,97.4,195.72
2014-08-16,166.35,97.4,195.72
2014-08-17,166.35,97.4,195.72
2014-08-18,168.06,98.15,197.36
2014-08-19,168.89,98.7,198.39
2014-08-20,169.6,98.7,198.92
2014-08-21,170.18,98.9,199.5
2014-08-22,169.87,99.05,199.19
2014-08-23,169.87,99.05,199.19
2014-08-24,169.87,99.05,199.19
2014-08-25,170.62,99.4,200.2
2014-08-26,170.93,99.5,200.33
2014-08-27,171.01,99.52,200.25
2014-08-28,170.77,99.41,200.14
2014-08-29,170.88,99.78,200.71
2014-08-30,170.88,99.78,200.71
2014-08-31,170.88,99.78,200.71
2014-09-01,170.88,99.78,200.71
2014-09-02,170.58,100.07,200.61
2014-09-03,170.72,99.48,200.5
2014-09-04,170.66,99.39,200.210125
2014-09-05,171.25,99.89,201.11
2014-09-06,171.25,99.89,201.11
2014-09-07,171.25,99.89,201.11
2014-09-08,171.06,100.08,200.59
2014-09-09,170.12,99.25,199.32
2014-09-10,170.67,100.07,200.07
2014-09-11,170.51,99.99,200.3
2014-09-12,169.9,99.48,199.13
2014-09-13,169.9,99.48,199.13
2014-09-14,169.9,99.48,199.13
2014-09-15,170.32,98.52,198.981
2014-09-16,171.38,99.38,200.48
2014-09-17,171.58,99.53,200.75
2014-09-18,172.61,100.28,201.82
2014-09-19,172.45,99.98,200.7
2014-09-20,172.45,99.98,200.7
2014-09-21,172.45,99.98,200.7
2014-09-22,171.41,99.05,199.15
2014-09-23,170.21,98.78,198.01
2014-09-24,171.79,99.84,199.56
2014-09-25,169.17,97.74,196.34
2014-09-26,170.7,98.78,197.9
2014-09-27,170.7,98.78,197.9
2014-09-28,170.7,98.78,197.9
2014-09-29,170.33,98.65,197.54
2014-09-30,170.07,98.79,197.02
2014-10-01,167.68,97.21,194.35
2014-10-02,167.65,97.21,194.38
2014-10-03,169.72,98.17,196.52
2014-10-04,169.72,98.17,196.52
2014-10-05,169.72,98.17,196.52
2014-10-06,169.57,97.96,196.29
2014-10-07,166.86,96.57,193.26
2014-10-08,169.62,98.45,196.64
2014-10-09,166.34,96.86,192.74
2014-10-10,165.21,94.44,190.54
2014-10-11,165.21,94.44,190.54
2014-10-12,165.21,94.44,190.54
2014-10-13,162.93,92.96,187.409875
2014-10-14,163.03,92.97,187.7
2014-10-15,161.28,92.37,186.43
2014-10-16,160.98,91.79,186.27
2014-10-17,163.45,93.0,188.47
2014-10-18,163.45,93.0,188.47
2014-10-19,163.45,93.0,188.47
2014-10-20,163.65,94.39,190.3
2014-10-21,165.8,96.87,194.07
2014-10-22,164.38,96.37,192.69
2014-10-23,166.45,97.82,194.93
2014-10-24,167.74,98.62,196.43
2014-10-25,167.74,98.62,196.43
2014-10-26,167.74,98.62,196.43
2014-10-27,167.88,98.69,196.16
2014-10-28,169.66,100.18,198.41
2014-10-29,169.4,99.81,198.11
2014-10-30,171.6,100.02,199.38
2014-10-31,173.451,101.4,201.66
2014-11-01,173.451,101.4,201.66
2014-11-02,173.451,101.4,201.66
2014-11-03,173.36,101.7,201.77
2014-11-04,173.46,101.36,201.07
2014-11-05,174.55,101.37,202.34
2014-11-06,175.29,101.69,203.15
2014-11-07,175.58,101.6,203.34
2014-11-08,175.58,101.6,203.34
2014-11-09,175.58,101.6,203.34
2014-11-10,175.95,101.96,203.98
2014-11-11,176.02,102.28,204.175
2014-11-12,176.04,102.46,203.96
2014-11-13,176.44,102.9,204.19
2014-11-14,176.35,103.22,204.24
2014-11-15,176.35,103.22,204.24
2014-11-16,176.35,103.22,204.24
2014-11-17,176.49,102.91,204.37
2014-11-18,176.96,103.68,205.55
2014-11-19,176.93,103.21,205.22
2014-11-20,177.25,103.67,205.58
2014-11-21,177.7,103.87,206.68
2014-11-22,177.7,103.87,206.68
2014-11-23,177.7,103.87,206.68
2014-11-24,177.8,104.68,207.26
2014-11-25,177.96,104.84,207.11
2014-11-26,178.01,105.52,207.64
2014-11-27,178.01,105.52,207.64
2014-11-28,178.1,106.01,207.2
2014-11-29,178.1,106.01,207.2
2014-11-30,178.1,106.01,207.2
2014-12-01,177.6,104.81,205.76
2014-12-02,178.56,105.23,207.085
2014-12-03,178.96,105.42,207.89
2014-12-04,178.83,105.37,207.66
2014-12-05,179.51,105.38,208.0
2014-12-06,179.51,105.38,208.0
2014-12-07,179.51,105.38,208.0
2014-12-08,178.54,104.63,206.61
2014-12-09,177.96,104.96,206.47
2014-12-10,175.29,103.31,203.160125
2014-12-11,176.03,103.8,204.19
2014-12-12,173.0,102.67,200.89
2014-12-13,173.0,102.67,200.89
2014-12-14,173.0,102.67,200.89
2014-12-15,171.79,101.61,199.51
2014-12-16,170.85,99.98,197.91
2014-12-17,173.59,101.8,201.79
2014-12-18,177.79,104.25,206.78
2014-12-19,177.65,104.32,206.52
2014-12-20,177.65,104.32,206.52
2014-12-21,177.65,104.32,206.52
2014-12-22,179.36,104.58,207.47
2014-12-23,180.03,104.21,207.75
2014-12-24,180.03,104.3,207.77
2014-12-25,180.03,104.3,207.77
2014-12-26,180.19,105.04,208.44
2014-12-27,180.19,105.04,208.44
2014-12-28,180.19,105.04,208.44
